userId,user_rating_count,user_average_rating
1,232,4.366379310344827
2,29,3.9482758620689653
3,39,2.4358974358974357
4,216,3.5555555555555554
5,44,3.6363636363636362
6,314,3.4936305732484074
7,152,3.2302631578947367
8,47,3.574468085106383
9,46,3.260869565217391
10,140,3.2785714285714285
11,64,3.78125
12,32,4.390625
13,31,3.6451612903225805
14,48,3.3958333333333335
15,135,3.448148148148148
16,98,3.7244897959183674
17,105,4.20952380952381
18,502,3.7320717131474104
19,703,2.607396870554765
20,242,3.590909090909091
21,443,3.260722347629797
22,119,2.5714285714285716
23,121,3.6487603305785123
24,110,3.65
25,26,4.8076923076923075
26,21,3.238095238095238
27,135,3.5481481481481483
28,570,3.020175438596491
29,81,4.1419753086419755
30,34,4.735294117647059
31,50,3.92
32,102,3.7549019607843137
33,156,3.7884615384615383
34,86,3.4186046511627906
35,23,4.086956521739131
36,60,2.6333333333333333
37,21,4.142857142857143
38,78,3.217948717948718
39,100,4.0
40,103,3.766990291262136
41,217,3.2534562211981566
42,440,3.565909090909091
43,114,4.552631578947368
44,48,3.3541666666666665
45,399,3.8759398496240602
46,42,4.0
47,140,3.0535714285714284
48,33,4.03030303030303
49,21,4.261904761904762
50,310,2.7806451612903227
51,359,3.7757660167130918
52,130,4.476923076923077
53,20,5.0
54,33,3.0303030303030303
55,25,2.84
56,46,3.8043478260869565
57,476,3.392857142857143
58,112,3.9017857142857144
59,107,4.355140186915888
60,22,3.727272727272727
61,39,4.051282051282051
62,366,4.081967213114754
63,271,3.6309963099630997
64,517,3.7688588007736943
65,34,4.029411764705882
66,345,4.0202898550724635
67,36,3.9722222222222223
68,1260,3.233730158730159
69,46,4.369565217391305
70,62,4.32258064516129
71,35,3.6
72,45,4.155555555555556
73,210,3.711904761904762
74,177,4.271186440677966
75,69,3.2318840579710146
76,119,3.0840336134453783
77,29,4.0
78,61,3.1639344262295084
79,64,4.203125
80,167,4.2604790419161676
81,26,2.769230769230769
82,227,3.381057268722467
83,118,3.309322033898305
84,293,3.689419795221843
85,34,3.7058823529411766
86,70,3.9285714285714284
87,21,3.9523809523809526
88,56,4.035714285714286
89,518,3.472972972972973
90,54,4.074074074074074
91,575,3.3956521739130436
92,24,3.9375
93,97,4.288659793814433
94,56,3.0357142857142856
95,168,4.0625
96,78,3.8846153846153846
97,36,4.194444444444445
98,92,3.9130434782608696
99,53,3.8679245283018866
100,148,3.945945945945946
101,61,3.557377049180328
102,56,3.357142857142857
103,377,3.907161803713528
104,273,3.5073260073260073
105,722,4.116343490304709
106,33,4.4393939393939394
107,34,3.911764705882353
108,76,3.986842105263158
109,127,3.220472440944882
110,51,3.7254901960784315
111,646,3.3397832817337463
112,65,3.5923076923076924
113,150,3.6466666666666665
114,31,3.435483870967742
115,112,3.767857142857143
116,87,3.4367816091954024
117,165,3.3393939393939394
118,22,3.8181818181818183
119,215,4.176744186046512
120,22,3.409090909090909
121,58,3.293103448275862
122,292,4.546232876712328
123,56,4.035714285714286
124,50,3.99
125,360,3.859722222222222
126,38,3.289473684210526
127,22,3.1136363636363638
128,33,4.363636363636363
129,140,3.9214285714285713
130,28,3.5357142857142856
131,69,3.4420289855072466
132,347,3.0389048991354466
133,35,3.0
134,35,3.5714285714285716
135,279,3.630824372759857
136,111,3.315315315315315
137,141,3.978723404255319
138,22,3.522727272727273
139,194,2.1443298969072164
140,608,3.4991776315789473
141,168,3.5386904761904763
142,38,3.8157894736842106
143,71,3.323943661971831
144,128,3.62890625
145,23,3.347826086956522
146,32,3.140625
147,20,3.375
148,48,3.7395833333333335
149,58,2.7241379310344827
150,26,3.576923076923077
151,59,3.542372881355932
152,63,4.023809523809524
153,179,2.217877094972067
154,34,4.382352941176471
155,46,3.608695652173913
156,398,3.692211055276382
157,21,3.4761904761904763
158,26,3.423076923076923
159,97,3.2731958762886597
160,437,2.708237986270023
161,39,3.8333333333333335
162,38,4.2368421052631575
163,23,3.0
164,36,4.25
165,65,3.5384615384615383
166,190,4.073684210526316
167,173,3.439306358381503
168,94,4.462765957446808
169,269,4.24907063197026
170,50,3.34
171,82,4.634146341463414
172,26,3.826923076923077
173,25,3.48
174,67,3.656716417910448
175,24,3.5416666666666665
176,36,4.055555555555555
177,904,3.375553097345133
178,77,4.090909090909091
179,69,3.782608695652174
180,24,3.5625
181,118,2.940677966101695
182,977,3.5112589559877176
183,57,3.824561403508772
184,134,3.705223880597015
185,47,3.5319148936170213
186,226,4.079646017699115
187,258,3.7751937984496124
188,48,4.395833333333333
189,20,4.1
190,66,3.909090909090909
191,85,3.7411764705882353
192,22,4.045454545454546
193,35,3.8
194,20,3.475
195,187,3.5294117647058822
196,32,3.9375
197,35,3.857142857142857
198,230,3.491304347826087
199,363,3.3953168044077136
200,334,3.809880239520958
201,110,4.1
202,403,3.8188585607940446
203,45,3.8444444444444446
204,83,3.9578313253012047
205,27,3.8703703703703702
206,25,4.04
207,20,2.875
208,26,3.3076923076923075
209,35,4.242857142857143
210,138,4.079710144927536
211,89,3.904494382022472
212,248,3.590725806451613
213,84,3.8273809523809526
214,22,2.8636363636363638
215,98,3.9081632653061225
216,164,3.6646341463414633
217,613,2.761827079934747
218,26,3.3653846153846154
219,528,3.165719696969697
220,207,3.963768115942029
221,331,4.126888217522659
222,250,3.166
223,75,3.2733333333333334
224,54,4.2592592592592595
225,75,3.6533333333333333
226,507,3.4763313609467454
227,94,4.202127659574468
228,25,3.74
229,65,3.7384615384615385
230,139,2.8597122302158273
231,24,3.8541666666666665
232,862,3.2505800464037122
233,150,3.3
234,202,3.504950495049505
235,65,3.646153846153846
236,30,3.966666666666667
237,50,3.36
238,44,3.6818181818181817
239,279,4.026881720430108
240,128,3.9140625
241,76,3.9802631578947367
242,35,3.6
243,36,4.138888888888889
244,93,3.774193548387097
245,21,2.7142857142857144
246,204,4.252450980392157
247,150,3.7466666666666666
248,51,3.7450980392156863
249,1046,3.6964627151051626
250,27,4.222222222222222
251,23,4.869565217391305
252,38,4.197368421052632
253,47,4.351063829787234
254,127,3.9803149606299213
255,44,2.5681818181818183
256,174,3.9454022988505746
257,20,3.2
258,25,4.2
259,29,3.1206896551724137
260,152,3.7598684210526314
261,53,3.858490566037736
262,57,3.1052631578947367
263,210,3.716666666666667
264,56,3.5625
265,163,3.3496932515337425
266,180,3.5
267,57,4.175438596491228
268,129,3.2713178294573644
269,29,3.6206896551724137
270,40,3.2
271,43,3.186046511627907
272,31,3.629032258064516
273,55,4.0
274,1346,3.235884101040119
275,403,4.086848635235732
276,41,4.390243902439025
277,28,3.5714285714285716
278,20,3.875
279,176,3.647727272727273
280,196,3.9005102040816326
281,21,3.2142857142857144
282,237,4.033755274261603
283,35,3.3142857142857145
284,88,3.715909090909091
285,36,3.9583333333333335
286,106,3.7877358490566038
287,152,2.6217105263157894
288,1055,3.1459715639810426
289,24,3.625
290,267,4.142322097378277
291,31,4.258064516129032
292,446,3.3015695067264574
293,21,2.619047619047619
294,437,2.610983981693364
295,41,3.7439024390243905
296,27,4.166666666666667
297,72,2.5972222222222223
298,939,2.363684771033014
299,23,3.652173913043478
300,32,4.296875
301,114,3.3201754385964914
302,32,4.0
303,53,3.9056603773584904
304,216,3.8703703703703702
305,677,3.9246676514032495
306,112,3.3169642857142856
307,975,2.6656410256410257
308,115,2.4260869565217393
309,103,3.8398058252427183
310,64,3.53125
311,28,2.3392857142857144
312,223,3.708520179372197
313,340,3.4323529411764704
314,128,3.046875
315,33,3.3636363636363638
316,53,3.0
317,189,3.7301587301587302
318,879,3.755972696245734
319,35,4.428571428571429
320,20,3.525
321,56,3.5714285714285716
322,107,3.411214953271028
323,98,3.173469387755102
324,21,3.142857142857143
325,270,3.5444444444444443
326,152,4.016447368421052
327,48,4.104166666666667
328,255,3.2254901960784315
329,23,2.869565217391304
330,247,3.6902834008097165
331,168,3.6279761904761907
332,267,3.599250936329588
333,25,2.64
334,154,3.418831168831169
335,28,3.6785714285714284
336,56,4.321428571428571
337,77,4.207792207792208
338,39,2.9358974358974357
339,371,4.070080862533692
340,28,4.214285714285714
341,52,3.798076923076923
342,66,2.9393939393939394
343,59,4.059322033898305
344,69,3.7681159420289854
345,62,3.903225806451613
346,164,3.682926829268293
347,45,3.5555555555555554
348,55,4.672727272727273
349,37,3.72972972972973
350,40,3.25
351,141,3.6666666666666665
352,294,3.7806122448979593
353,90,3.488888888888889
354,226,3.734513274336283
355,26,3.8846153846153846
356,289,4.02076124567474
357,383,3.9569190600522193
358,41,3.2560975609756095
359,74,3.418918918918919
360,25,3.36
361,97,3.1804123711340204
362,109,4.243119266055046
363,30,3.3
364,21,4.190476190476191
365,277,2.7509025270758123
366,31,3.9516129032258065
367,185,3.8594594594594596
368,469,2.8422174840085286
369,129,3.391472868217054
370,93,3.5483870967741935
371,41,4.548780487804878
372,236,3.3559322033898304
373,100,3.19
374,33,3.6363636363636362
375,33,3.909090909090909
376,133,4.06390977443609
377,131,3.9122137404580153
378,48,4.0
379,36,3.388888888888889
380,1218,3.6732348111658455
381,474,3.542194092827004
382,291,3.508591065292096
383,34,3.7941176470588234
384,70,3.085714285714286
385,201,3.4029850746268657
386,68,2.75
387,1027,3.2585199610516065
388,29,3.6206896551724137
389,34,4.117647058823529
390,81,3.8395061728395063
391,386,3.715025906735751
392,25,3.2
393,123,3.841463414634146
394,23,2.9565217391304346
395,61,3.0491803278688523
396,28,3.142857142857143
397,23,3.9565217391304346
398,46,4.25
399,36,3.9444444444444446
400,43,4.511627906976744
401,72,3.5277777777777777
402,48,3.8541666666666665
403,34,3.764705882352941
404,60,3.4
405,120,4.008333333333334
406,20,3.25
407,22,4.113636363636363
408,141,4.092198581560283
409,126,3.8412698412698414
410,167,4.059880239520958
411,127,3.2598425196850394
412,102,3.892156862745098
413,56,4.410714285714286
414,2698,3.391957005189029
415,94,4.085106382978723
416,51,3.0686274509803924
417,67,4.462686567164179
418,93,3.639784946236559
419,155,3.803225806451613
420,141,3.8226950354609928
421,37,4.108108108108108
422,93,3.3225806451612905
423,23,3.717391304347826
424,138,3.6739130434782608
425,306,3.5326797385620914
426,88,3.6818181818181817
427,84,3.1011904761904763
428,300,2.64
429,58,3.9827586206896552
430,58,3.7413793103448274
431,20,2.725
432,260,3.646153846153846
433,22,3.772727272727273
434,233,3.781115879828326
435,42,4.321428571428571
436,106,3.1792452830188678
437,122,3.80327868852459
438,635,3.3551181102362206
439,21,4.119047619047619
440,33,3.893939393939394
441,45,4.522222222222222
442,20,1.275
443,37,4.121621621621622
444,42,3.8095238095238093
445,77,3.857142857142857
446,84,3.2142857142857144
447,78,3.871794871794872
448,1864,2.8473712446351933
449,38,3.289473684210526
450,51,4.0
451,34,3.7941176470588234
452,202,4.556930693069307
453,311,3.942122186495177
454,45,3.7666666666666666
455,57,3.456140350877193
456,43,3.813953488372093
457,50,3.46
458,59,4.1525423728813555
459,26,4.346153846153846
460,82,4.201219512195122
461,27,2.9444444444444446
462,455,3.4065934065934065
463,33,3.787878787878788
464,138,3.753623188405797
465,115,4.156521739130435
466,113,3.9292035398230087
467,22,3.409090909090909
468,33,3.393939393939394
469,465,3.6731182795698927
470,80,3.5125
471,28,3.875
472,29,4.120689655172414
473,37,3.418918918918919
474,2108,3.398956356736243
475,155,4.409677419354839
476,69,3.681159420289855
477,600,3.736666666666667
478,22,2.8181818181818183
479,181,3.320441988950276
480,836,3.27511961722488
481,31,2.806451612903226
482,128,3.40625
483,728,3.618818681318681
484,275,3.8145454545454545
485,23,3.869565217391304
486,56,4.017857142857143
487,56,3.142857142857143
488,111,3.8828828828828827
489,648,3.017746913580247
490,113,3.15929203539823
491,64,4.15625
492,121,3.8677685950413223
493,61,3.6885245901639343
494,22,4.2272727272727275
495,265,4.009433962264151
496,29,3.413793103448276
497,51,3.5686274509803924
498,35,4.057142857142857
499,27,3.8333333333333335
500,86,3.244186046511628
501,45,3.2
502,35,3.4285714285714284
503,95,3.3421052631578947
504,87,3.82183908045977
505,31,4.17741935483871
506,42,3.261904761904762
507,21,3.380952380952381
508,24,2.1458333333333335
509,467,3.21627408993576
510,108,2.9027777777777777
511,52,4.125
512,50,3.78
513,32,3.890625
514,397,3.3110831234256928
515,26,4.846153846153846
516,26,3.6923076923076925
517,400,2.38625
518,24,3.5416666666666665
519,26,4.326923076923077
520,186,3.881720430107527
521,40,3.6
522,200,3.83
523,75,4.693333333333333
524,131,3.4580152671755724
525,500,3.542
526,58,4.189655172413793
527,167,4.119760479041916
528,73,3.4726027397260273
529,25,3.2
530,27,3.7777777777777777
531,22,3.772727272727273
532,50,4.28
533,38,4.381578947368421
534,520,3.8048076923076923
535,30,2.6666666666666665
536,40,3.4
537,47,4.0638297872340425
538,37,4.472972972972973
539,38,3.8026315789473686
540,42,4.0
541,87,3.3908045977011496
542,113,3.5088495575221237
543,76,4.453947368421052
544,22,4.363636363636363
545,23,3.369565217391304
546,64,3.4375
547,21,4.142857142857143
548,26,4.096153846153846
549,21,3.6666666666666665
550,28,4.107142857142857
551,123,3.7154471544715446
552,188,3.11968085106383
553,83,4.337349397590361
554,89,4.0
555,578,3.4550173010380623
556,32,4.078125
557,27,3.8518518518518516
558,56,3.9285714285714284
559,140,3.2857142857142856
560,458,3.567685589519651
561,505,3.372277227722772
562,231,4.093073593073593
563,213,3.300469483568075
564,157,3.5796178343949046
565,29,3.6551724137931036
566,74,3.5405405405405403
567,385,2.2454545454545456
568,23,4.130434782608695
569,20,4.0
570,191,3.4162303664921465
571,112,2.5714285714285716
572,155,4.122580645161291
573,299,4.212374581939799
574,23,3.9565217391304346
575,36,3.1666666666666665
576,20,3.1
577,161,3.5652173913043477
578,27,3.962962962962963
579,73,3.9726027397260273
580,436,3.529816513761468
581,40,4.375
582,56,4.026785714285714
583,56,3.294642857142857
584,83,4.108433734939759
585,61,4.336065573770492
586,208,4.365384615384615
587,165,3.9757575757575756
588,56,3.25
589,40,4.025
590,728,3.355769230769231
591,54,3.2777777777777777
592,94,3.5851063829787235
593,103,3.266990291262136
594,232,3.9245689655172415
595,20,4.2
596,411,3.495133819951338
597,443,3.9774266365688487
598,21,3.8095238095238093
599,2478,2.6420500403551253
600,763,2.991480996068152
601,101,4.425742574257426
602,135,3.3925925925925924
603,943,3.5079533404029695
604,100,3.48
605,221,3.2104072398190047
606,1115,3.6573991031390136
607,187,3.786096256684492
608,831,3.1341756919374246
609,37,3.27027027027027
610,1302,3.6885560675883258
